1. Qual o seu nivel de formacao?;2. Qual o seu ano de ingresso?;3. A qual programa esta vinculado?;como voce avalia a qualidade das aulas e do material utilizado?  [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado?  [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado?  [Acervo disponivel para consulta];Como voce avalia a  infraestrutura do programa?  [Infraestrutura geral];Como voce avalia a  infraestrutura do programa?  [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a  infraestrutura do programa?  [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Como voce avalia o seu conhecimento acerca: [do seu papel enquanto aluno];Como voce avalia o seu conhecimento acerca: [do Regimento Interno do Programa];Como voce avalia o seu conhecimento acerca: [do Regimento Geral da Pos-Graduacao];Como voce avalia o seu conhecimento acerca: [das normas da Capes];Como voce avalia o seu conhecimento acerca: [do processo de avaliacao da Capes];Em relacao ao seu PROJETO DE PESQUISA, voce esta:;Em relacao a sua PRODUcaO CIENTiFICA, voce esta:;Voce acredita que sua pesquisa possui relevancia e pertinencia social?;Voce acredita que sua pesquisa possui relevancia e pertinencia economica?;Voce acredita que sua pesquisa possui relevancia e pertinencia ambiental?;Voce acredita que sua pesquisa promove avanco cientifico?;O seu Programa possui visao, missao e objetivos claros?;Voce acredita que sua pesquisa esta alinhada com o objetivo e missao de seu Programa?;Quais sao os principais atores que podem ser impactados por sua pesquisa e producao cientifica dela decorrente? (Marque todas que se aplicam).;Voce recebe bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)? ;Producao de inovacao tecnologica e uma prioridade em seu programa de pos-graduacao?;Voce acredita que sua linha de pesquisa se destaca pela producao de inovacao tecnologica?;Voce ja depositou alguma patente proveniente de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Producao de tecnologias de APLICAcaO SOCIAL e uma prioridade em seu programa de pos-graduacao?;Alguma tecnologia de aplicacao social ja foi criada como resultado de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a COMUNIDADE, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa podera gerar solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual o nivel de internacionalizacao do seu programa?;No momento, ha interesse por parte do seu Programa de Pos-Graduacao em iniciar um processo de Internacionalizacao?;Voce se sente preparado para a internacionalizacao do seu Programa de Pos-Graduacao? ;Voce entende que o seu Programa de Pos-Graduacao esta preparado para a internacionalizacao?;Seu projeto de pesquisa possui parcerias com instituicoes internacionais de pesquisa ou ensino?;Qual o seu nivel de proficiencia em lingua inglesa?;Gostaria de adicionar algum comentario referente seu Programa de Pos-Graduacao?;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Doutorado em andamento;2019;Fisiologia Vegetal;4;4;4;2;2;2;4;4;4;4;4;4;4;4;4;3;3;4;3;4;4;5;5;1;5;Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;0;;0;0;5;5;;5;5;1;4;;
Mestrado em andamento;2020;Fisiologia Vegetal;4;4;4;4;4;4;4;4;0;4;5;5;3;3;3;3;3;3;2;4;3;4;4;1;4;Empresas, Outros Pesquisadores;1 - Fapemig;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;0;0;0;;1, em um evento nacional;1, em um evento nacional;3;4;;4;5;0;2;;
Doutorado em andamento;2020;Fisiologia Vegetal;5;5;5;5;5;3;5;5;2;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;0;1, em um evento local;5;1;;1;1;0;0;;
Doutorado em andamento;2019;Fisiologia Vegetal;4;3;2;3;3;2;4;4;5;4;5;4;5;4;3;3;3;4;3;5;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - Fapemig;1, junto a orgaos e agencias internacionais;0;;;0;;0;1, em um evento internacional;4;4;;5;4;1;4;;
Mestrado em andamento;2020;Fisiologia Vegetal;4;3;3;0;3;0;5;5;4;5;3;3;3;3;3;2;2;4;4;4;3;3;4;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;1;0;1, em um evento regional;1, em um evento nacional;2;3;;4;4;0;4;;
Doutorado em andamento;2017;Fisiologia Vegetal;5;4;4;5;5;5;4;5;5;5;5;5;3;5;5;5;5;5;4;4;4;5;5;1;5;Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;1;1;1;0;;0;1, em um evento nacional;5;5;;3;5;1;2;;
Doutorado em andamento;2020;Fisiologia Vegetal;3;3;3;4;3;4;3;4;4;4;4;4;3;4;4;3;3;4;3;4;4;4;4;1;4;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;0;0;1, em um evento nacional;4;5;;4;4;0;3;;
Doutorado em andamento;2019;Fisiologia Vegetal;4;5;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;4;3;3;4;4;4;1;3;Outros Pesquisadores;1 - Capes;0;1;1;0;0;;0;1, em um evento internacional;4;4;;4;3;0;4;;
Doutorado em andamento;2021;Fisiologia Vegetal;5;5;0;5;0;0;0;5;5;5;5;5;5;4;4;4;3;5;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;Ainda estou no inicio do doutorado, entao 0 posso opinar;0;;;0;;0;1, em um evento internacional;5;5;;4;5;1;3;;
Mestrado em andamento;2020;Fisiologia Vegetal;4;4;4;4;4;4;4;5;5;3;3;3;4;5;5;0;0;4;2;5;5;5;5;1;4;Outros Pesquisadores, Agencias Governamentais;1 - Fapemig;1, junto a agencias de fomento governamentais;0;;;1;0;0;1, em um evento internacional;5;3;;1;3;0;2;;
Mestrado em andamento;2019;Fisiologia Vegetal;5;5;4;5;5;5;4;5;4;5;5;5;4;3;3;3;3;4;4;3;4;4;4;1;5;Empresas, Outros Pesquisadores;1 - CNPq;0;1;0;0;1;0;0;1, em um evento nacional;2;5;;3;4;1;3;;
Doutorado em andamento;2021;Fisiologia Vegetal;4;3;3;3;3;2;2;2;2;3;2;2;4;4;4;3;3;1;4;3;3;3;3;1;3;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;1, junto a agencias de fomento governamentais;1;1;0;1;0;0;1, em um evento internacional;3;4;;3;5;0;2;;
Doutorado em andamento;2018;Fisiologia Vegetal;4;5;3;5;5;5;4;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;0;;1, em um evento local;1, em um evento local;5;5;;4;5;1;3;;
Doutorado em andamento;2017;Fisiologia Vegetal;4;3;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;4;2;4;4;4;4;1;3;Empresas, Outros Pesquisadores;1 - Capes;0;0;;;0;;0;1, em um evento nacional;4;4;;3;5;0;3;;
Doutorado em andamento;2018;Fisiologia Vegetal;5;4;5;3;2;5;5;5;4;4;5;5;4;2;2;2;2;5;2;2;3;4;5;0;;Empresas, Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;0;;;0;;0;1, em um evento local;5;5;;4;5;0;4;;
Doutorado em andamento;2020;Fisiologia Vegetal;4;4;4;4;4;4;5;5;5;5;5;5;5;4;4;4;4;5;5;4;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;0;;;0;;0;0;5;4;;3;4;0;2;;
Doutorado em andamento;2020;Fitopatologia;4;4;4;5;4;4;4;4;4;5;4;5;4;4;3;3;3;4;3;5;5;5;5;1;5;Sociedade;1 - Capes;0;1;1;1;1;1;1, em um evento regional;1, em um evento nacional;4;4;;4;5;0;3;;
Doutorado em andamento;2018;Fitopatologia;5;5;5;4;4;3;3;2;2;4;3;4;4;5;5;3;3;2;2;3;3;3;3;0;;Outros Pesquisadores;1 - CNPq;0;0;;;0;;0;1, em um evento nacional;4;3;;4;3;0;3;O programa tem conceito 7 na capes. A questao central e mentalidade voltada apenas para produzir artigos. A capes investe os recursos em funcao do número de artigos publicados, e 0 em tecnologia. Entao, os profissionais e pesquisadores montam uma estrutura voltada de publicacao. Acredito que essa mentalidade contribui pouco para o desenvolvimento de tecnologias. Os estudantes de pos-graduacao possuem dedicacao exclusiva, 0 podem abrir empresas e estudam para concurso. O ambiente possuem muitas restricoes para estudante que buscam empreender. Normalmente, um profissional demora 10 anos para abrir um negocio para se sustentar e os estudantes de doutorado so podem competir no mercado de trabalho e de tecnologia a partir dos 28-30 anos. ;
Doutorado em andamento;2019;Fitopatologia;5;4;2;5;5;5;1;1;1;5;2;2;3;4;5;4;3;2;1;3;4;2;5;0;;Empresas, Outros Pesquisadores;1 - CNPq;1, junto a orgaos e agencias internacionais;0;;;0;;0;1, em um evento nacional;4;1;;2;2;0;4;Tem muito a melhorar quanto a cobranca para que os orientadores sejam verdadeiros orientadores, que buscam o crescimento profissional do orientado e 0 apenas uma relacao de patrao-empregado egoista para producao de ciencia sem pensar no crescimento profissional.;
Doutorado em andamento;2019;Fitopatologia;5;4;4;5;5;5;4;5;4;5;5;5;5;4;4;1;1;4;5;4;5;3;5;0;;Sociedade, Empresas, Agencias Governamentais;1 - Capes;0;1;1;0;0;;0;1, em um evento internacional;5;5;;5;4;1;4;0;0
Doutorado em andamento;2020;Fitopatologia;5;5;0;0;0;0;5;5;5;5;5;5;5;5;4;5;5;4;3;4;5;5;5;1;5;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;Ainda 0 definido.;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;3;5;;3;4;0;3;;
Mestrado em andamento;2021;Fitopatologia;5;5;5;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;0;0;1;1;0;0;3;5;;4;4;1;3;Participei de duas semanas de aula ate o momento, e as aulas que tive foram de alto nivel, com professores muito dispostos a ajudar os alunos no entendimento do assunto, estou gostando muito.;espero conhece-los em breve. Ps: muitas coisas do formulario 0 se aplicam a mim, ja que estou iniciando na pos graduacao
Doutorado em andamento;2020;Fitopatologia;3;3;3;5;5;5;4;4;3;4;5;5;4;3;3;2;2;5;3;5;5;5;3;1;4;Sociedade, Empresas;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;1;0;1, em um evento local;1, em um evento local;4;4;;4;4;1;2;;
Mestrado em andamento;2020;Fitopatologia;4;4;4;5;5;5;5;5;5;5;5;5;5;4;4;4;3;4;4;3;5;5;5;0;;Empresas, Outros Pesquisadores;1 - CNPq;1, junto a orgaos e agencias internacionais;1;0;0;0;;0;1, em um evento internacional;3;5;;3;5;1;4;;
Mestrado em andamento;2020;Fitopatologia;4;4;4;4;4;4;4;3;3;4;4;4;4;4;3;3;3;4;4;4;4;4;4;1;4;Sociedade, Empresas;1 - Fapemig;1, junto a empresas interessadas nos resultados da pesquisa;1;1;1;0;;pretendo apresentar.;pretendo apresentar.;3;4;;3;4;0;2;;
Mestrado em andamento;2020;Fitopatologia;3;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;3;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;4;5;;3;5;0;2;;
Mestrado em andamento;2020;Fitopatologia;5;5;3;3;3;5;5;5;5;5;5;5;4;3;3;3;3;4;4;4;5;4;4;1;4;Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;0;0;;0;1, em um evento internacional;2;5;;5;4;1;4;;
Doutorado em andamento;2019;Fitopatologia;5;5;4;5;5;4;5;4;4;5;5;5;4;4;3;3;3;4;3;4;4;5;4;1;4;Sociedade, Empresas;1 - Capes;0;1;1;0;0;;0;1, em um evento nacional;4;5;;4;5;0;3;#NOME?;
Doutorado em andamento;2020;Fitopatologia;4;3;3;5;4;4;4;5;5;5;5;5;5;4;4;4;4;5;3;5;5;5;5;1;5;Empresas, Outros Pesquisadores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;0;0;1, em um evento internacional;4;5;;3;4;1;3;Os programas deveriam investir em aulas/conteúdos gratuitos para auxiliar os estudantes a adquirir conhecimento base em outro idioma (principalmente ingles), ja que a internacionalizacao e algo muito atual... e ate muitas disciplinas do departamento sao ministradas em ingles.;
Doutorado em andamento;2019;Fitopatologia;5;5;5;5;5;5;5;5;4;4;3;3;4;3;3;3;3;3;3;3;4;4;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;0;;;0;;0;1, em um evento internacional;5;5;;5;5;0;5;A falta de cuidado e consideracao pelos alunos que estao enfrentando problemas psicologicos devido ao momento de pandemia em que vivemos. Muitos orientadores e professores 0 se importam e tratam com descaso a saúde mental de seus estudantes quando estes passam por dificuldades que afetam seu rendimento e produtividade. 0 ha dialogo sobre o bem-estar daqueles que fazem parte do Programa.;"A presenca de um profissional da psicologia em reunioes/decisoes da Comissao Orientadora ao tratar sobre problemas de alunos que 0 atingem coeficiente de rendimento, entre outros, seria muito pertinente. Inclusive para avaliar se a banca de professores e orientadores do Programa atua sem abusos de poder e de forma etica.
Creio que acoes como estas poderiam vir da Pro-Reitoria afim de estabelecer um ambiente academico mais justo e saudavel para todos. "
Doutorado em andamento;2017;Fitopatologia;5;5;5;4;4;4;5;5;5;5;4;4;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agropecuaria;1 - CNPq;0;1;1;0;1;0;0;1, em um evento nacional;5;4;;5;5;1;3;Preparar melhor os estudantes para comunicar os resultados de pesquisa, investindo mais tempo na etapa de preparacao do produto final (tese, artigo, resumos, apresentacao, etc);Esta funciona adequadamente.
Doutorado em andamento;2018;Fitopatologia;5;5;5;4;5;5;3;3;3;5;4;4;4;3;2;1;1;3;2;3;2;4;3;1;3;Sociedade, Empresas, Outros Pesquisadores;Institucao internacional ;0;1;0;0;0;;1, em um evento local;1, em um evento local;3;4;;3;4;1;1;;
Doutorado em andamento;2020;Fitopatologia;4;5;5;4;4;3;4;5;5;5;5;5;5;5;5;5;4;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais, Produtores rurais;1 - Capes;0;1;0;0;0;;0;1, em um evento nacional;4;4;;4;4;0;3;;
Mestrado em andamento;2020;Fitopatologia;3;3;2;3;4;4;2;2;2;3;2;2;3;3;3;3;3;4;3;3;4;4;5;1;4;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;1;0;0;;0;1, em um evento nacional;3;5;;4;4;0;3;Alguns dos professores 0 se adequaram totalmente a realidade de aulas virtuais e alem disso,  veem os alunos de forma pouco respeitosa ou pouco profissional. ;Poderia estar mais presente no cotidiano do pos graduando. 
Mestrado em andamento;2020;Fitopatologia;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;0;1, em um evento nacional;5;3;;4;5;0;2;0;0
Mestrado em andamento;2020;Fitopatologia;5;5;3;0;0;0;5;5;5;5;5;5;4;5;5;5;5;4;4;5;5;5;5;1;4;Empresas, Outros Pesquisadores;1 - Capes;0;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;4;5;;2;4;0;0;Somente parabenizar o programa como um todo. A qualidade das aulas, a grande experiencia dos professores. ;0. 
Doutorado em andamento;2020;Fitopatologia;4;4;4;5;4;4;5;5;4;4;5;5;5;4;4;4;4;4;4;5;4;5;5;1;4;Sociedade;1 - CNPq;0;0;;;0;;1, em um evento local;0;5;4;;5;4;1;5;;
Doutorado em andamento;2019;Fitopatologia;5;4;4;5;5;3;5;5;4;3;4;4;4;4;3;3;3;4;4;4;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;0;;;0;;0;0;5;5;;4;5;0;4;Acho que falta um suporte melhor para os estudantes;Me senti muitas vezes abandonado pelo programa, com toda pressao psicologica da pos-graduacao e a pandemia, a pressao e ansiedade foram potencializadas.
Doutorado em andamento;2020;Fitopatologia;4;4;2;5;5;5;5;5;2;2;3;3;2;2;2;1;1;4;4;3;4;2;3;0;;Empresas;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;0;;;0;;0;0;2;4;;4;4;0;4;;
Mestrado em andamento;2019;Fitopatologia;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;1;0;;1, em um evento regional;1, em um evento nacional;5;5;;3;4;0;3;;
Doutorado em andamento;2018;Fitopatologia;3;3;3;4;4;4;4;3;3;3;3;3;4;4;3;3;3;4;3;3;4;5;5;0;;Outros Pesquisadores;1 - Capes;0;1;0;1;0;;1, em um evento local;1, em um evento nacional;4;5;;4;5;0;3;;
Doutorado em andamento;2020;Fitopatologia;5;5;4;5;4;3;5;5;5;5;4;5;4;4;4;3;3;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;Do Perú;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;1;0;1, em um evento internacional;4;4;;4;5;0;3;;
Doutorado em andamento;2018;Fitopatologia;4;3;4;5;4;5;5;5;5;5;4;4;5;4;3;2;2;4;4;4;5;5;4;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;0;;;0;;0;1, em um evento nacional;4;5;;5;4;1;4;;
Mestrado em andamento;2020;Fitopatologia;4;5;5;4;5;5;4;5;5;5;5;5;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;0;1;1;0;1;1;0;1, em um evento nacional;5;5;;4;5;1;3;;
Doutorado em andamento;2017;Fitotecnia;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;3;5;4;3;4;4;4;0;;Agricultores;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;0;;0;1, em um evento nacional;4;5;;5;5;0;4;;
Doutorado em andamento;2017;Fitotecnia;4;4;4;4;3;2;4;5;4;4;5;5;4;5;5;4;4;4;4;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;0;1, em um evento regional;1, em um evento regional;5;4;;4;4;0;2;;
Doutorado em andamento;2019;Fitotecnia;5;5;5;5;4;5;5;5;5;5;5;5;5;4;3;4;3;4;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - CNPq;1, junto a agencias de fomento governamentais;1;1;1;1;1;1, em um evento internacional;1, em um evento internacional;5;4;;3;5;0;2;;
Mestrado em andamento;2020;Fitotecnia;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;Outros Pesquisadores;1 - Capes;0;0;;;0;;0;0;4;5;;5;5;0;3;;
Doutorado em andamento;2016;Fitotecnia;4;5;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;5;3;4;5;4;4;0;;Empresas, Outros Pesquisadores;1 - CNPq;0;0;;;0;;0;1, em um evento internacional;1;4;;2;3;0;1;;
Doutorado em andamento;2020;Fitotecnia;5;4;3;4;4;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1;5;Sociedade, Empresas, Produtores rurais;1 - Capes;0;1;1;0;0;;1, em um evento local;1, em um evento nacional;5;4;;4;4;0;3;;
Mestrado em andamento;2019;Fitotecnia;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;5;5;4;4;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;1;1;0;1;0;0;1, em um evento nacional;3;4;;4;4;0;4;;
Mestrado em andamento;2019;Fitotecnia;4;4;4;4;4;4;3;3;3;3;4;4;3;4;4;4;3;3;3;4;4;5;5;1;4;Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;0;Devido a pandemia, 0 apresentei resultados da minha pesquisa.;1, em um evento nacional;4;4;;3;4;0;2;;
Mestrado em andamento;2019;Fitotecnia;4;4;4;3;3;4;4;4;3;4;3;3;4;4;4;4;4;5;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;Ate entao 0.;1;1;0;1;0;Apos a conclusao ha pretensao de apresentar o estudo e dar sequencia aos seus desdobramentos.;1, em um evento internacional;5;3;;4;4;0;3;;
Mestrado em andamento;2019;Fitotecnia;5;5;5;3;3;3;3;3;3;3;2;2;3;3;4;3;3;5;5;5;5;5;5;1;5;Sociedade;1 - CNPq;0;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;5;5;;4;5;0;3;0;0
Mestrado em andamento;2019;Fitotecnia;5;4;4;5;4;4;5;4;5;5;5;5;4;5;5;3;3;4;3;4;4;5;4;1;4;Sociedade, Outros Pesquisadores;1 - Capes;0 tenho certeza;1;1;0;1;0;0;0;4;4;;3;3;0;2;0;0
Doutorado em andamento;2019;Fitotecnia;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;3;3;4;3;2;5;3;5;1;4;Outros Pesquisadores, Produtores rurais ;1 - Capes;0;1;0;0;0;;1, em um evento nacional;1, em um evento nacional;5;4;;3;5;0;2;;
Doutorado em andamento;2019;Fitotecnia;4;3;4;4;3;3;4;3;3;4;4;4;4;4;4;3;3;2;2;2;4;4;3;0;;Empresas, Outros Pesquisadores, Pequenos produtores e Grandes produtores;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;0;0;1;0;1, em um evento nacional;1, em um evento nacional;4;4;;4;4;0;2;;
Doutorado em andamento;2020;Fitotecnia;4;4;3;5;4;0;0;5;5;5;5;5;0;4;4;4;5;4;3;4;4;4;4;1;4;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;0;1, em um evento nacional;4;4;;4;4;0;2;;
Doutorado em andamento;2018;Fitotecnia;4;4;4;5;5;3;4;5;4;5;4;4;4;4;4;4;4;5;3;3;4;2;5;1;4;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;0;1;0;0;1, em um evento nacional;3;3;;4;5;0;4;Poderia ter maior oferta de disciplinas em outros idiomas. ;
Mestrado em andamento;2020;Fitotecnia;5;4;5;5;5;4;5;5;5;5;5;5;4;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;1;1, em um evento local;1, em um evento internacional;5;4;;4;5;0;1;;
Mestrado em andamento;2021;Fitotecnia;5;5;3;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;4;5;5;5;5;0;;Sociedade, Empresas, Agencias Governamentais;1 - Capes;Ainda 0 iniciei a pesquisa devido ao ingresso recenete.;1;1;0;1;0;0;0;5;3;;4;4;0;0;;
Mestrado em andamento;2019;Fitotecnia;5;3;2;3;2;1;5;4;4;5;3;3;5;4;3;2;2;2;1;5;5;5;3;0;;Sociedade, Empresas, Agencias Governamentais;0;0;0;;;0;;0;0;5;3;;2;2;1;1;;
Doutorado em andamento;2019;Fitotecnia;5;4;4;5;4;4;5;5;5;5;5;5;5;4;4;4;4;4;3;4;4;4;4;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;4;3;;3;5;0;3;;
Doutorado em andamento;2018;Fitotecnia;4;4;4;5;5;5;5;5;4;4;4;4;4;4;3;3;3;4;4;4;4;3;4;1;5;Sociedade, Empresas;1 - CNPq;0;0;;;0;;0;0;4;3;;3;3;0;3;;
Doutorado em andamento;2020;Fitotecnia;5;5;5;5;0;0;5;5;5;5;5;5;4;4;4;4;4;5;3;5;5;5;5;1;5;Sociedade, Agencias Governamentais;0;Ainda precisa ser definido ;1;1;0;1;0;Ainda 0 comecei;Ainda 0 comecei;5;3;;2;4;1;2;;
Doutorado em andamento;2021;Fitotecnia;5;5;5;0;0;0;5;5;5;5;5;5;4;4;3;4;3;5;4;4;5;3;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;1;1, em um evento nacional;1, em um evento internacional;5;4;;3;4;0;2;;
Doutorado em andamento;2018;Fitotecnia;5;4;2;3;3;2;4;4;4;5;4;4;5;5;4;4;4;3;3;4;5;5;5;1;5;Sociedade, Empresas;1 - CNPq;0;1;1;0;0;;0;1, em um evento nacional;5;3;;1;3;0;3;Tenho um sentimento de que estou meio perdido e desamparado nesse periodo que estamos passando. ;Acho que falta um certo apoio aos pos-graduandos. Tambem falta homogeneidade com o que vai acontecer com nos (pos-graduandos) que tivemos que parar de trabalhar e atrasamos a experimentacao em funcao do fechamento. Ouvimos coisas diferentes dependendo do  programa de pos-graduacao, principalmente se teremos ou 0 prorrogacao de bolsa e de prazo.
Doutorado em andamento;2019;Fitotecnia;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade;1 - Capes;0;1;1;0;1;0;1, em um evento internacional;1, em um evento internacional;5;4;;5;5;0;3;;
Doutorado em andamento;2017;Fitotecnia;5;5;5;5;5;5;5;5;5;5;2;2;5;5;5;5;5;4;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;0;1, em um evento regional;1, em um evento regional;5;5;;3;3;0;3;;
Doutorado em andamento;2019;Fitotecnia;4;2;5;3;3;5;5;5;5;5;5;5;4;4;5;5;5;4;5;4;5;5;5;1;4;Outros Pesquisadores, Produtores Rurais.;1 - Capes;1, junto ao PPGFIT;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;5;4;;5;5;0;4;;
Mestrado em andamento;2020;Fitotecnia;4;4;3;0;0;0;4;4;4;4;4;4;3;4;4;3;3;4;4;5;4;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;1;1;0;1;1;0;0;4;3;;3;4;0;1;Deveria ter mais preocupacao a nivel local , levar o conhecimento adquirido aos locais de maior necessidade no pais ;
Doutorado em andamento;2019;Fitotecnia;3;4;5;5;4;4;3;5;5;5;5;4;5;4;4;4;4;4;2;5;5;5;5;1;5;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a agencias de fomento governamentais;1;1;0;1;0;1, em um evento internacional;1, em um evento internacional;5;5;;5;4;0;4;;
Doutorado em andamento;2020;Fitotecnia;4;4;4;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;0;;1, em um evento internacional;1, em um evento internacional;4;4;;4;4;1;3;0;0
