Como voce identifica seu genero?;Qual o ultimo nivel de formacao que voce obteve na UNIFEI?;Qual o seu ano de conclusao?;A qual programa esteve vinculado?;Em uma escala de 0 a 10, o quanto voce recomendaria o Programa em que realizou sua pos-graduacao na UNIFEI?;Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado no Programa? [Acervo disponivel para consulta];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Infraestrutura geral];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a infraestrutura do programa durante seu periodo na UNIFEI? [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Em relacao a sua TESE/DISSERTAcaO, voce ficou:;Em relacao a sua PRODUcaO CIENTiFICA, voce ficou satisfeito:;Voce acredita que a sua pesquisa teve relevancia e pertinencia social?;Voce acredita que a sua pesquisa teve relevancia e pertinencia economico?;Voce acredita que a sua pesquisa teve relevancia e pertinencia ambiental?;Voce acredita que a sua pesquisa promoveu o avanco cientifico?;Voce acredita que sua pesquisa esteve alinhada com missao, visao e objetivos de seu Programa?;Voce recebeu bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)?;O programa de pos-graduacao em que atuou tem como objetivo a producao de inovacao tecnologica?;Voce acredita que a linha de pesquisa em que atuou se destaca pela producao de inovacao tecnologica?;Voce depositou alguma patente proveniente de sua pesquisa?;O programa de pos-graduacao em que atuou tem como objetivo a producao de tecnologias de APLICAcaO SOCIAL?;Alguma tecnologia de aplicacao social foi criada como resultado de sua pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a sociedade, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa gerou solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual foi o principal impacto social promovido por seu projeto de pesquisa? (Marque todas aplicaveis);Seu projeto de pesquisa possuiu parcerias com instituicoes internacionais de pesquisa ou ensino?;Quando aluno da UNIFEI, teve a oportunidade de fazer parte da sua pos-graduacao em outra instituicao (Nacional ou Internacional)?;Em sua trajetoria profissional, teve a oportunidade de atuar fora do Brasil?;Caso se sinta a vontade, pedimos que compartilhe como fez para pleitear a oportunidade fora do Brasil.;Qual sua colocacao profissional atualmente?;Seu emprego esta relacionado a sua area de formacao na pos-graduacao da UNIFEI?;Voce teve dificuldade para conseguir o primeiro emprego?;Caso tenha tido/tenha dificuldade para conseguir o primeiro emprego, o que poderia ser melhorado no programa, visando maior insercao no mercado de trabalho?;Teve bolsa de iniciacao cientifica na graduacao?;Voce teve recursos e estrutura fisica suficiente para a conducao dos seus experimentos?;Gostariamos de saber sua satisfacao pessoal e profissional com relacao a sua formacao na UNIFEI. Fique a vontade em descreve-las.;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Masculino;Doutorado;2020;Muticentrico em Quimica;10;3;3;3;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;Sim;Nao;Sim;Sim;Sim;Sim;Sim;Nao;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim;Totalmente satisfeito. Tanto na Graduacao quanto Pos-Graduacao e agora como Docente , a UNIFEI tem dado inumeras possiblidades (oportunidades )de crescimento tanto pessoal quanto profissional.;
Masculino;Doutorado;2020;Muticentrico em Quimica;10;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Nao;3;Transferencia de conhecimento para a sociedade, Geracao direta ou indireta de emprego e renda, Criacao de novas empresas ou organizacoes sociais, Licenciamento de processos ou produtos, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);Nao;Nao se aplica (Desempregado);Me devolva as minhas ideias e projetos.;Sim;Nao;So nao me ensinou a ter emprego. ;Ate quando vao permitir o roubo de projetos e de resultados e de ideias???
Masculino;Mestrado;2019;Engenharia de Materiais;9;2;2;2;3;2;3;3;3;3;3;3;3;2;3;2;2;1;2;3;Sim;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Sim;Processo seletivo interno na universidade brasileira de origem e, mediante aprovacao, processo de admissao da universidade anfitria.;Doutorando ;;Nao se aplica (Desempregado);;Nao;Sim;Excelente;
Feminino;Mestrado;2016;Ciencia e Tecnologia da Computacao;7;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Nao;Nao;;Sim;Sim;;
Feminino;Doutorado;2017;Muticentrico em Quimica;10;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;Sim;Sim;Sim;Sim;Nao;Nao;;Sim;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2018;Ciencia e Tecnologia da Computacao;8;2;2;3;2;3;3;3;3;3;3;2;2;2;3;2;2;2;2;;Empresa publica e Capes;Sim;Sim;Sim;Nao;Nao;;Nao;Sim;2;Avanco cientifico;Nao;Nao;Sim;;Servidor Publico (outros cargos);Nao;Sim;;Sim;Sim;;
Masculino;Doutorado;2018;Engenharia Eletrica;6;1;1;3;3;2;2;3;2;3;3;2;2;2;2;3;2;3;3;3;Nao;Parcerias internacionais;Sim;Sim;Nao;Nao;;Nao;Sim;2;Avanco cientifico;Sim;Sim;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Sim;O trauma da relacao com minha orientadora persiste ate hoje. Profissionalmente, o pro reitor da epoca enterrou minhas pretensoes de crescer e auxiliar meu campus. Mas foram experiencia pessoais que nao refletem a qualidade e excelencia da UNIFEI.;"O pro reitor da epoca da minha licenca para cursar o doutorado me obrigou a participar de linha de pesquisa que ele tinha interesse,  e nao a que foi aprovada pelo meu instituto para o meu treinamento. Inclusive ele alterou meu processo retirando os dados sobre a linha de pesquisa aprovada pelo meu instituto e incluiu outra. Em reuniao fechada com ele esta condicao foi imposta para que ele aprovasse a minha licenca. Isso culminou com uma formacao que obtive (que foi muito boa, mas com outro foco) que nao condizia com a formacao que meu instituto demandava.
A PPG nao auxiliou em absolutamente nada qto as orientacoes para o meu intercambio, que acabou por nao ocorrer.
As funcionarias envolvidas com os processos dos professores em treinamento sao exemplares! "
Masculino;Doutorado;2020;Fisica;9;2;3;2;3;3;3;3;3;3;3;3;2;2;3;2;2;3;2;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Avanco cientifico;Sim;Sim;Nao;Me candidatei em uma disputa interna para uma  bolsa do Programa Ciencia sem Fronteiras  da Capes destinada ao grupo em que eu fazia parte.;Estudante de Pos-doutorado;Sim;Sim;As dificuldades foram decorrentes da pandemia. Contudo, praticas de ensino que possibilitem uma maior experiencia pratica, agregando experiencia ao curriculo, facilitaria o processo de insercao no mercado de trabalho.;Sim;Sim;Tenho grande satisfacao em ter concluido meus estudos em uma das melhores universidades do pais. A UNIFEI juntamente com o departamento de fisica, me possibilitaram passar por essa fase da melhor maneira possivel.;Ha a necessidade de modernizar alguns pontos, principalmente os processos. A utilizacao de CD para a digitalizacao das teses e um exemplo. A PPG precisa olhar mais para outros cursos que nao possuem uma infraestrutura tao grandiosa quanto veterinaria, agronomia... Isso compromete a producao cientifica desses cursos e nao lhes permite crescer dentro da avaliacao da Capes, impossibilitando-os de angariar fundos com a principal agencia de fomento do pais e assim, caminhar sozinhos. 
Masculino;Doutorado;2016;Muticentrico em Quimica;10;3;3;3;3;3;3;3;3;3;3;Sem condicoes de avaliar;3;3;3;3;3;1;3;3;Nao;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;;
Masculino;Mestrado;2019;Gestao Regulacao de Recursos Hidricos;10;3;3;3;3;2;2;3;3;3;3;3;3;2;3;3;2;3;2;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;3;Avanco cientifico;Nao;Sim;Nao;;Doutorando e servidor Publico estadual;Sim;Nao;;Sim;Sim;Eu sou extremamente grato a UNIFEI por tudo que me foi oferecido ao longo da minha formacao no mestrado, tanto e que continuo meu doutorado nessa instituicao. Tenho muito orgulho de ter formado aqui e, se hoje sou um profissional extremamente qualificado, isso se deve a qualidade dos servicos prestados por essa instituicao. Tive e ainda tenho a oportunidade de ser contemplado com uma formacao ampla em ensino e pesquisa. ;
Masculino;Doutorado;2020;Ciencia e Tecnologia da Computacao;8;2;3;2;2;2;2;3;3;3;3;2;2;2;3;3;3;3;3;;Sim;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;2;Avanco cientifico;Sim;Sim;Nao;Doutorado Sanduiche via CAPES PDSE.;Pesquisador;Sim;Sim;Rede de contatos;Sim;Sim;;
Masculino;Doutorado;2013;Fisiologia Vegetal;10;3;2;3;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;3;Sim;Sim;Nao;Nao;Nao;Nao;;Sim;Sim;3;Avanco cientifico;Sim;Sim;Nao;;Docente;Sim;Nao;;Sim;Sim;Tenho satisfacao pessoal e profissional completa em ser formado pela UNIFEI e atuar hoje como docente na instituicao. Peco a Deus que eu tenha condicoes futuras de contribuir para o crescimento da Universidade.;
Feminino;Doutorado;2020;Engenharia de Producao;8;2;2;3;2;3;2;3;3;3;3;2;3;2;3;3;3;3;2;;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Sim;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Nao;Nao;;Sim;Sim;Satisfeita, mas com mais apoio do orientador poderia ter produzido mais;
Masculino;Mestrado;2020;Ciencia da Computacao;9;2;3;2;2;3;3;3;3;3;3;2;2;2;2;3;2;2;3;3;Nao;Nao;Sim;Nao;Nao;Sim;Nao;Nao;Sim;3;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Satisfacao pessoal e profissional sao extremas. Desde 2012, quando realizei o extinto curso de Lato Senso no Departamento ao qual conclui o mestrado em 2020, sempre tive o desejo de poder realizar um curso de pos-graduacao na UNIFEI e pelo mesmo Departamento, por ter sido um periodo extremamente proveitoso. Aprendi bastante, evolui muito como profissional e principalmente como pessoa, enfrentando as dificuldades inerentes ao fato de ter de trabalhar e ser estuante de pos-graduacao, ao mesmo tempo, mas ainda assim conhecendo pessoas do pais e do mundo todo. A satisfacao e enorme.;Gostaria de agradecer o apoio e atencao que os servidores da PPG sempre tiveram comigo e com meus colegas, ate mesmo no momento de pandemia, sempre foram extremamente atenciosos. 
Masculino;Mestrado;2019;Ciencia e Tecnologia da Computacao;8;3;2;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;3;;Sim;Sim;Nao;Nao;Nao;Nao;;Nao;Sim;3;Geracao direta ou indireta de emprego e renda, Licenciamento de processos ou produtos, Avanco cientifico;Nao;Nao;Nao;Durante o mestrado, nao consegui nada fora do Brasil. Agora, durante o doutorado, consegui por conta propria, em que eu mesmo fui me candidatando a vagas, entrando em contato com professores fora do Brasil, sem qualquer ajuda do programa. A internacionalizacao e suporte do programa esta a desejar. Consegui a vaga fora do Brasil ano passado, mas ainda nao embarquei devido a pandemia, infelizmente. Seria ideal uma intercessao da PPG junto aos consulados e embaixadas para que pudessem liberar vistos de estudantes de doc sanduiche (modalidade J para os EUA) durante a pandemia. Isto esta atrasando o planejamento de carreira e de vida de todos. Apenas nos, sozinhos, sem nunhum poder institucional, nao conseguimos tornar celere a emissao de visto nesses tempos incertos, mas que poderia ser sanado com algum suporte institucional da Pro reitoria de PG ou o progrma de PG. ;Bolsista de doutorado;Sim;Nao se aplica (Desempregado);;Sim;Sim;Muito boa, apesar de algumas limitacoes pontuais. Na media, foi uma boa experiencia, e comparado a outros relatos, o programa ao qual fiz parte durante o meu mestrado e que faco parte durante o doutorado e de nivel internacional, e a UNIFEI/PPG fornecem condicoes para isto. Um otimo programa e em uma otima universidade, acima das medias nacionais, e equiparando as internacionais. ;Durante o mestrado, nao consegui nada fora do Brasil. Agora, durante o doutorado, consegui por conta propria, em que eu mesmo fui me candidatando a vagas, entrando em contato com professores fora do Brasil, sem qualquer ajuda do programa. A internacionalizacao e suporte do programa esta a desejar. Consegui a vaga fora do Brasil ano passado, mas ainda nao embarquei devido a pandemia, infelizmente. Seria ideal uma intercessao da PPG junto aos consulados e embaixadas para que pudessem liberar vistos de estudantes de doc sanduiche (modalidade J para os EUA) durante a pandemia. Isto esta atrasando o planejamento de carreira e de vida de todos. Apenas nos, sozinhos, sem nunhum poder institucional, nao conseguimos tornar celere a emissao de visto nesses tempos incertos, mas que poderia ser sanado com algum suporte institucional da Pro reitoria de PG ou o progrma de PG. 
Feminino;Mestrado;2020;Administracao em Ciencias;10;3;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;Sim;Nao;Sim;Sim;Nao;Nao;;Nao;Nao;2;Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Sim;;Nao;Sim;;
Masculino;Doutorado;2020;Desenvolvimento, Tecnologias e Sociedade;6;3;2;3;2;2;1;3;3;2;3;1;2;2;2;2;2;2;3;;Sim;Projeto aprovado em 2017 nunca recebemos a verba;Sim;Sim;Nao;Nao;;Sim;Sim;2;Licenciamento de processos ou produtos, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Sim;O titulo de doutro nao tem tanto valia para empresas privadas, sao raras as areas que precisam de um doutro fora da pesquisa e ensino.;Nao;Nao;Nao ter recebido o financiamento do projeto deixou a minha tese muito abaixo do esperado. Porem conseguimos contornar diversos destes problemas. Maior insatisfacao e com o programa que tem o mesmo coordenador a mais de 10 anos;
Masculino;Mestrado;2018;Ciencia e Tecnologia da Computacao;9;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;2;Melhoria na qualidade de vida da populacao local, Avanco cientifico;Sim;Nao;Sim;Fui selecionado como bolsista do programa ciencias sem fronteiras quando ainda estava na graduacao;Pesquisador;Sim;Nao se aplica (Desempregado);Estagios obrigatorios  durante o mestrado e doutorado .;Sim;Sim;A universidade me ofereceu uma otima formacao devido ao empenho e qualidade de seus professores e a colaboracao entre pessoas fora e dentro do PPG, contudo a falta de recursos impede o desenvolvimento de algumas pesquisas. Alem disso, o numero pequeno de bolsas limita o numero de alunos no programa e consequentimente o numero de colaboracoes entre colegas;
Feminino;Doutorado;2019;Ciencia e Tecnologia da Computacao;10;2;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;2;3;3;Sim;Nao;Sim;Nao;Nao;Nao;;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Outras ocupacoes na iniciativa privada;Nao;Sim;Incentivar estagios na area academica e em empresas;Sim;Sim;A UNIFEI e uma universidade de excelencia, muito reconhecida. A Pos-Graduacao possui um grande elenco de professores  e boas disciplinas. O que precisa melhorar e a abordagem de muitos professores/ disciplinas, que esta defasada, no sentido de abrir o pensamento critico do estudante para a realidade, ao inves de se apegar muito a teoria.;Nao.
Masculino;Mestrado;2020;Ensino de Fisica - PROFIS;7;3;2;3;3;2;Sem condicoes de avaliar;3;3;3;3;2;2;2;3;3;3;3;3;3;Nao;Nao;Nao;Nao;Nao;Sim;Sim;Nao;Sim;3;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Nao;Estou Sim satisfeito em relacao aos conhecimentos obtidos na pos-graduacao que realizei. Considero que alguns temas poderiam ser mais aprofundados. Nao estou satisfeito com minha producao academica durante a pos. Poderiamos ser mais incentivados a produzir artigos e participar de eventos. Outro ponto que considero que nao foi totalmente satisfeito foi a orientacao. Tive problemas com mudanca de orientador. Considero que esse fato desfavoreceu meu periodo de pos-graduacao.;Nao.
Feminino;Doutorado;2016;Muticentrico em Quimica;9;2;3;3;3;2;3;3;3;3;3;3;2;2;2;2;3;3;3;;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Nao;3;Avanco cientifico;Nao;Nao;Nao;;Docente;Sim;Nao;;Nao;Sim;;
Masculino;Mestrado;2017;Fisica;7;2;2;3;2;3;2;3;3;2;2;3;3;3;3;2;3;1;3;3;Sim;Nao;Sim;Sim;Nao;Nao;;Nao;Sim;2;Avanco cientifico;Sim;Sim;Nao;;Bolsista de doutorado;;Sim;;Sim;Nao;;
Feminino;Doutorado;2018;Desenvolvimento, Tecnologias e Sociedade;6;2;3;2;2;3;3;3;3;3;3;2;2;2;2;2;2;3;2;3;Sim;Nao;Sim;Nao;Nao;Nao;;Sim;Sim;2;Avanco cientifico;Sim;Sim;Nao;;Docente;Sim;Sim;Inserir experiencia docente durante a formacao, visto que a maioria dos concursos pontua horas aulas. E incentivar o maior numero de publicacoes ao longo da formacao ja que e outro quesito pontuado em concursos docentes.;Sim;Sim;Fiquei muito satisfeita com minha formacao na UNIFEI. Pude ter acesso a diversos laboratorios e setores, sempre bem recebida. Tive acesso a material didatico e amplo apoio dos docentes. Tudo isso contribuiu para minha formacao como cidada e como professora.;Fui muito bem atendida quando da implementacao da bolsa de doutorado sanduiche, nas entregas de dissertacao e tese, e tambem quando me vinculei como pos doutoranda. Os profissionais sempre atenciosos e acessiveis.
Masculino;Mestrado;2018;Engenharia de Producao;8;2;2;3;2;2;2;3;3;3;3;2;2;2;2;3;3;2;3;;Sim;Nao;Sim;Sim;Nao;Sim;Nao;Nao;Nao;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Sim;Sim;Estudei 7 meses no ENSAIA - Franca - via convenio BRAFAGRI e fiz estagio por 7 meses na empresa Bonduelle (Franca);Servidor Publico (outros cargos);Sim;Nao se aplica (Desempregado);;Sim;Sim;;
Feminino;Doutorado;2020;Engenharia de Producao;8;2;2;2;2;2;2;3;3;3;3;2;2;2;2;3;3;2;2;;Sim;Sim;Sim;Nao;Nao;Sim;Sim;Nao;Sim;2;Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Pesquisador;Sim;Nao;;Sim;Sim;Media satisfacao;Media satisfacao
Feminino;Doutorado;2016;Engenharia Mecanica;10;2;2;3;2;3;2;3;3;3;3;Sem condicoes de avaliar;Sem condicoes de avaliar;3;2;3;2;3;2;2;Nao;Nao;Nao;Nao;Nao;Nao;;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local;Nao;Nao;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Sim;Nao;;
Masculino;Mestrado;2013;Ciencia e Tecnologia da Computacao;10;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Nao;;Sim;Sim;Plenamente satisfeito;
Masculino;Doutorado;2012;Muticentrico em Quimica;10;2;2;3;3;3;2;3;3;3;3;3;3;2;3;3;3;3;3;2;Sim;Sim;Sim;Nao;Nao;Nao;;Sim;Sim;3;Transferencia de conhecimento para a sociedade;Sim;Sim;Sim;Contato previo com o pesquisador do exterior;Docente;Sim;Sim;Maior contato com empresas;Sim;Sim;UNIFEI sempre mantem formacao de excelencia.;
Feminino;Doutorado;2018;Engenharia Eletrica;10;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Nao;Sim;3;Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Nao;;Sim;Sim;Satisfacao total! Sempre fui muito bem assistida durante a graduacao e pos graduacao. ;
Masculino;Mestrado;2020;Administracao;9;3;2;2;2;3;2;3;3;3;3;2;2;3;2;3;3;2;3;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Estudante de doutorado;Sim;Sim;Parceria com instituicoes privadas;Nao;Sim;Sou muito satisfeito, a UNIFEI e uma universidade organizada e acolhedora. Ha incentivos de diversas formas para o desenvolvimento dos alunos, basta saber aproveita-los. ;
Feminino;Doutorado;2021;Meio Ambiente e Recursos Hidricos;8;2;3;2;2;3;2;3;3;3;3;3;3;3;2;2;3;3;2;2;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Sim;2;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Sim;Pela Aiesec, estagio voluntario bancado pelo estagiario. Nao recomendo! Muito mal estruturado. ;Sigo no doutorado;;Sim;Falta de oportunidade. Cheguei a ouvir de uma empresa que minha formacao (mestrado) era acima do exigido pra vaga e por isso eu nao era uma boa candidata;Nao;Sim;;
Masculino;Mestrado;2020;Matematica;8;2;3;3;3;3;3;3;3;3;3;2;2;3;3;2;2;2;2;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Nao;2;Avanco cientifico;Nao;Nao;Nao;;Bolsista Doutorado;Sim;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Doutorado;2016;Ciencia e Tecnologia da Computacao;10;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Sim;Sim;3;Melhoria na qualidade de vida da populacao local, Avanco cientifico;Sim;Sim;Nao;;Pesquisador;Sim;Nao;;Sim;Sim;;
Masculino;Mestrado;2018;Arquitetura e Urbanismo;7;3;3;2;2;2;2;3;3;3;1;2;2;2;3;3;2;3;3;;Nao;Nao;Nao;Sim;Nao;Nao;;Nao;Sim;2;Avanco cientifico;Nao;Nao;Nao;;Doutorado;Nao;Nao;;Sim;Nao;;
Masculino;Doutorado;2016;Ciencia e Tecnologia da Computacao;10;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;Sim;Sim;Nao;Nao;Nao;Nao;;Nao;Sim;3;Avanco cientifico;Sim;Sim;Sim;Contatos durante pos-doutorado;Docente;Sim;Nao;;Sim;Sim;;
Masculino;Doutorado;2020;Desenvolvimento, Tecnologias e Sociedade;10;3;3;2;3;3;3;3;3;3;3;2;2;3;3;3;2;3;3;3;Sim;Sim;Sim;Nao;Nao;Nao;;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Licenciamento de processos ou produtos, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;Sim;Nao se aplica (Desempregado);;;Sim;;
Masculino;Mestrado;2020;Ciencia da Computacao;10;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;3;1;3;3;Sim;Sim;Sim;Sim;Nao;Nao;;Nao;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Sim;Nao;Nao;;Outras ocupacoes na iniciativa privada;Sim;Nao;;Sim;Sim;;
Feminino;Doutorado;2019;Agroquimica;6;2;2;1;2;2;2;3;3;3;3;3;2;3;2;1;3;2;3;;Sim;Sim;Sim;Sim;Nao;Nao;;Nao;Sim;1;Licenciamento de processos ou produtos, Avanco cientifico;Nao;Nao;Nao;;Pesquisador;;Nao se aplica (Desempregado);;Sim;Sim;;
Masculino;Mestrado;2012;Ciencia e Engenharia de Materiais;10;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;Sim;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Docente;Nao;Nao;;Sim;Sim;media. departamento com pouco investimento;bom
Feminino;Mestrado;2017;Administracao;8;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;3;1;3;3;Sim;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;3;Nenhuma dos impactos listados;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim;;
Feminino;Doutorado;2019;Administracao em Ciencias;7;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;2;2;3;Sim;Nao;Nao;Nao;Nao;Nao;;Nao;Sim;2;Transferencia de conhecimento para a sociedade, Avanco cientifico;Sim;Nao;Nao;;Pesquisador;Sim;Sim;;Sim;Sim;O curso Meteorologia Agricola modificou o nome do curso para Administracao em Ciencias, contudo, os professores sao deficientes em meteorologia dinamica e sinotica, carros chefes na meteorologia, contribuindo para um curso deficitario em aprendizado realmente em meteorologia, visto que usar variaveis meteorologicas nao condiz com a obtencao de um titulo em meteorologia. Precisa urgentemente ser repensado o curso atual, e migrar para a fisica e nao agronomia. ;
Feminino;Mestrado;2019;Engenharia Eletrica;8;2;2;3;2;2;2;3;3;3;3;3;2;3;2;2;3;2;3;3;Sim;Nao;Sim;Nao;Nao;Sim;Nao;Sim;Sim;3;Transferencia de conhecimento para a sociedade, Avanco cientifico;Nao;Nao;Nao;;Nao se aplica (desempregado);;Sim;;Sim;Sim;;
Feminino;Mestrado;2012;Engenharia Eletrica;10;2;2;3;3;3;3;3;2;2;3;2;2;3;3;2;1;2;2;;Sim;Sim;Sim;Nao;Nao;Nao;;Sim;Sim;1;Nenhuma dos impactos listados;Nao;Nao;Nao;;;Nao;Nao;;Sim;Nao;A UNIFEI e uma excelente Universidade. Atualmente, dou aula e faco outro curso de graduacao na UNIFEI. Estou muito satisfeita com minha formacao, porem nao me identifiquei com a area em que fiz o mestrado. ;
Masculino;Doutorado;2020;Engenharia de Materiais Fisica;8;2;2;3;2;3;2;3;3;3;3;2;2;3;3;3;3;3;3;;Nao;Nao;Nao;Nao;Nao;Nao;;Nao;;3;Transferencia de conhecimento para a sociedade, Melhoria na qualidade de vida da populacao local, Avanco cientifico;Sim;Sim;Nao;;Docente;Sim;Ja possuia emprego quando ingressei na pos-graduacao/UNIFEI;;Nao;Sim;Muita satisfacao, tanto pessoal quanto profissional. Tenho sentimento de orgulho de ter estudado em uma das melhores universidades do pais, que alem de ter me acolhido muito bem, teve grande contribuicao na minha formacao pessoal e profissional.;
Feminino;Mestrado;2013;Engenharia de Materiais;10;2;2;3;2;3;3;3;3;3;3;3;3;3;2;2;1;1;2;2;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;2;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Servidor Publico (outros cargos);Sim;Nao;;Sim;Nao;;
Masculino;Mestrado;2013;Administracao;9;2;2;3;3;3;2;3;3;3;3;3;2;3;2;2;2;1;3;2;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Sim;2;Transferencia de conhecimento para a sociedade;Nao;Nao;Nao;;Docente;Sim;Nao;;Sim;Sim;Plenamente satisfeito!;
